,Material,Created By,Created On,Client lvl,Mat. Type,Industry,Matl Group,Unit,PV key,Material Description,Purchase Order Text,catalog
5832,555041269,SHRUHO,42688,,ZSC2,P,Z022,NOS,,Delicate Suture Tying Forceps,Delicate Suture Tying Forceps,cate Suture Tying Forceps
5833,555090620,SHRUHO,43879,,ZSC2,P,Z022,NOS,,Lithium (Li) STD 1000 ppm,Lithium (Li) STD 1000 ppm,
5834,555032731,SHRUHO,42396,,ZSC2,P,Z022,NOS,,Disposable Luer-lock syringes 10 ml,Disposable Luer-lock syringes 10 ml,
5835,555092518,SHRUHO,43970,,ZSC2,P,Z022,NOS,,Entprise Edtn LCMS OQ/PV sulfa std 6x2mL,Entprise Edtn LCMS OQ/PV sulfa std 6x2mL cat no:5190-0580,cat no:5190-0580
5836,555085804,SHRUHO,43676,,ZSC2,P,Z022,NOS,,"Recombinant Cynomolgus CD200R1 Protein,","Recombinant Cynomolgus CD200R1 Protein, His-tagged cat no:CD200R1-3483C",cat no:CD200R1-3483C
5837,555022498,SHRUHO,41949,,ZSC2,P,Z022,NOS,,500 mL sterile sampling bottle,500 mL sterile sampling bottle,
5838,555098296,SHRUHO,44181,,ZSC2,P,Z022,NOS,,Chloride Standard for IC Trace CERT 1000,"Chloride Standard for IC Trace CERT 10000 mg/L chloride in water,Cat No.:06740",Cat No.:06740
5839,555032729,SHRUHO,42396,,ZSC2,P,Z022,NOS,,Disposable Luer-lock syringes 2ml,Disposable Luer-lock syringes 2ml,
5840,555035075,SHRUHO,42495,,ZSC2,P,Z022,NOS,,TMB Super Sensitive Cat#TMBS-1000-01,TMB Super Sensitive Cat#TMBS-1000-01,Cat#TMBS-1000-01
5841,555098599,SHRUHO,44196,,ZSC2,P,Z022,NOS,,"YMC-Pack PVA- Sil 150 X 2.0 mm, 5um, 120","YMC-Pack PVA- Sil 150 X 2.0 mm, 5um, 120 A particle size,cat No.:PV12S05-1502WT",cat No.:PV12S05-1502WT
5842,555024296,SHRUHO,42031,,ZSC2,P,Z022,NOS,,Mobile phase filteration Assembly,"Mobile phase filteration Assembly,B5350-All Glass Filter Holder 47mm-2 Ltr-Borosil (5350030)",
5843,555091731,SHRUHO,43937,,ZSC2,P,Z022,NOS,,APCI Negative Calibration Solution 5600,APCI Negative Calibration Solution 5600,
5844,555089144,SHRUHO,43815,,ZSC2,P,Z022,NOS,,Glass Vial 10 ml,Glass Vial 10 ml,
5845,555093402,SHRUHO,44001,,ZSC2,P,Z022,NOS,,"Dionex CR-ATC 500,Cat No.:75550","Dionex CR-ATC 500,Cat No.:75550",Cat No.:75550
5846,555082522,SHRUHO,43538,,ZSC2,P,Z022,NOS,,50 mL screw-cap polypropylene tube,50 mL screw-cap polypropylene tube,
5847,555107958,SHRUHO,44545,,ZSC2,P,Z022,NOS,,STANDARD SOLUTION AND WASH BOTTLE LAB,STANDARD SOLUTION AND WASH BOTTLE LABEL,
5848,555096511,SHRUHO,44116,,ZSC2,P,Z022,NOS,,"B9900-10ml-Tubes,Culture,Media,R.B,PP Sc","B9900-10ml-Tubes,Culture,Media,R.B,PP Screw Cap,Pack-Borosil CAT NO:9900006",CAT NO:9900006
5849,555028943,SHRUHO,42215,,ZSC2,P,Z022,NOS,,His Capture Kit,His Capture Kit CAT NO:28995056,CAT NO:28995056
5850,555032909,SHRUHO,42403,,ZSC2,P,Z022,NOS,,Amino acid test mixture           ,Amino acid test mixture           ,
5851,555086471,SHRUHO,43704,,ZSC2,P,Z022,NOS,,"CellAffix Collagen I Coated Plate, 96-we","CellAffix Collagen I Coated Plate, 96-well cat no:71008",cat no:71008
5852,555041365,SHRUHO,42690,,ZSC2,P,Z022,NOS,,Filter cloth labels,Filter cloth labels,
5853,555104295,SHRUHO,44397,,ZSC2,P,Z022,NOS,,Sampled Pack Label,Sampled Pack  50 X 50 mm,
5854,555087599,SHRUHO,43760,,ZSC2,P,Z022,NOS,,Laptop power adopter,Laptop power adopter,
5855,555024461,SHRUHO,42040,,ZSC2,P,Z022,NOS,,Stirring Rod 144000,Stirring Rod 144000,
5856,555031514,SHRUHO,42334,,ZSC2,P,Z022,NOS,,"epTIPS Standard 0.1-10 µL, 2 bags of 500","epTIPS Standard 0.1-10 µL, 2 bags of 500 tips = 1,000 tips PART NO: 0030 000.811",P
5857,555091374,SHRUHO,43909,,ZSC2,P,Z022,NOS,,Magnetic Beads Large,Magnetic Beads Large,
5858,555100872,SHRUHO,44277,,ZSC2,P,Z022,NOS,,Viton Hand gloves,Viton Hand gloves,
5859,555039272,SHRUHO,42607,,ZSC2,P,Z022,NOS,,Funnel PP 100mm cat no: T630070,Funnel PP 100mm cat no: T630070,cat no: T630070
5860,555091144,SHRUHO,43901,,ZSC2,P,Z022,NOS,,Fiber Enclosure Kit,Fiber Enclosure Kit,
5861,555086013,SHRUHO,43683,,ZSC2,P,Z022,NOS,,FlashPure ID C18 330 g CAT NO:145164430,FlashPure ID C18 330 g CAT NO:145164430,CAT NO:145164430
5862,555098603,SHRUHO,44196,,ZSC2,P,Z022,NOS,,YMC Guard Cartridge Pack PVA-SIL 10x2.1m,"YMC Guard Cartridge Pack PVA-SIL 10x2.1mmID, S-5,120A,Cat No.:PV12S05-01Q1GC-1",Cat No.:PV12S05-01Q1GC-1
5863,555040477,SHRUHO,42655,,ZSC2,P,Z022,NOS,,Blue colour full boiler suit with head g,Blue colour full boiler suit with head gear,
5864,555103282,SHRUHO,44356,,ZSC2,P,Z022,NOS,,L stickers,L stickers,
5865,555022534,SHRUHO,41950,,ZSC2,P,Z022,NOS,,"Glass Stoppers  24""",Glass Stoppers 24'',
5866,555086859,SHRUHO,43724,,ZSC2,P,Z022,NOS,,6’’X4’’ARROW STICKER,6’’X4’’ARROW STICKER,
5867,555032730,SHRUHO,42396,,ZSC2,P,Z022,NOS,,Disposable Luer-lock syringes 5ml,Disposable Luer-lock syringes 5 ml,
5868,555081639,SHRUHO,43507,,ZSC2,P,Z022,NOS,,Hardness kit for water plant,Hardness kit for water plant,
5869,555086403,SHRUHO,43699,,ZSC2,P,Z022,NOS,,ACETAMINOPHEN CAT NO:PHR1005,ACETAMINOPHEN CAT NO:PHR1005,CAT NO:PHR1005
5870,555036836,SHRUHO,42563,,ZSC2,P,Z022,NOS,,1 TB Desktop HDD (Internal)WD,1 TB Desktop HDD (Internal)WD,
5871,555084077,SHRUHO,43609,,ZSC2,P,Z022,NOS,,PARP (46D11) Rabbit mAb CAT NO:9532S,PARP (46D11) Rabbit mAb CAT NO:9532S,CAT NO:9532S
5872,555092549,SHRUHO,43972,,ZSC2,P,Z022,NOS,,Phospho-Histone H2A.X (Ser139) (20E3) Ra,Phospho-Histone H2A.X (Ser139) (20E3) Rabbit mAb cat no:9718S,cat no:9718S
5873,555023785,SHRUHO,42006,,ZSC2,P,Z022,NOS,,PureFection Transfection Reagent1 ml,PureFection Transfection Reagent1 ml-CAT NO-LV750A-1-System Biosciences,CAT NO-LV750A-1-System Biosciences
5874,555031890,SHRUHO,42352,,ZSC2,P,Z022,NOS,,"5 MICRON FILTER, 20 ""","5 MICRON FILTER, 20 ''",
5875,555093486,SHRUHO,44006,,ZSC2,P,Z022,NOS,,Zeocin (solution) size:500 mg (5X 1ML) C,Zeocin (solution) size:500 mg (5X 1ML) CAT NO:ant-zn-05,CAT NO:ant-zn-05
5876,555090918,SHRUHO,43888,,ZSC2,P,Z022,NOS,,CAPTURESELECT LCK MUR AFF MTR 10ml cat n,CAPTURESELECT LCK MUR AFF MTR 10ml cat no:191315010,cat no:191315010
5877,555091970,SHRUHO,43949,,ZSC2,P,Z022,NOS,,Brilliant Violet 421 anti-human CD8 Anti,Brilliant Violet 421 anti-human CD8 Antibody CAT NO:344748,CAT NO:344748
5878,555041289,SHRUHO,42688,,ZSC2,P,Z022,NOS,,Plastic powder funnel,Plastic powder funnel,
5879,555032908,SHRUHO,42403,,ZSC2,P,Z022,NOS,,PREDNISOLONE,PREDNISOLONE CAT NO: P6004,CAT NO: P6004
5880,555091280,SHRUHO,43907,,ZSC2,P,Z022,NOS,,"Human IL-2 IS, premium grade, 130-097-74","Human IL-2 IS, premium grade cat no:130-097-745",cat no:130-097-745
5881,555097970,SHRUHO,44172,,ZSC2,P,Z022,NOS,,Cyto-Fast Fix/Perm Buffer Set cat no:426,Cyto-Fast Fix/Perm Buffer Set cat no:426803,cat no:426803
5882,555086067,SHRUHO,43684,,ZSC2,P,Z022,NOS,,Cortisol G2 Elecsys Cobas e 100 - GMMI N,Cortisol G2 Elecsys Cobas e 100 - GMMI NO - 6687733190 - 100 Test/Kit,
5883,555086068,SHRUHO,43684,,ZSC2,P,Z022,NOS,,Cortisol G2 CS - GMMI NO - 6687750190 -,Cortisol G2 CS - GMMI NO - 6687750190 - 2x2x1 ml,
5884,555032142,SHRUHO,42362,,ZSC2,P,Z022,NOS,,Desiccator,Desiccator,cator
5885,555097036,SHRUHO,44137,,ZSC2,P,Z022,NOS,,Alexa Fluor 488 AffiniPure F(ab1)2 Fragm,"Alexa Fluor 488 AffiniPure F(ab1)2 Fragment Goat Anti-Human IgG, F(ab')2 fragment specific CAT NO:109-546-006",CAT NO:109-546-006
5886,555029826,SHRUHO,42256,,ZSC2,P,Z022,NOS,,Earmuffs,Earmuffs,
5887,555034626,SHRUHO,42479,,ZSC2,P,Z022,NOS,,Spiral sinker 8.5 coils,"QLA spiral capsule sinker, coated music wire, 8.5 coils, Part no. CAPWHT-02",P
5888,555025859,SHRUHO,42103,,ZSC2,P,Z022,NOS,,MINNCARE 1% TEST STRIPS,MINNCARE 1% TEST STRIPS,
5889,555036556,SHRUHO,42555,,ZSC2,P,Z022,NOS,,Sterile latex Gloves Powder-free ( primu,Sterile latex Gloves Powder-free ( primus / Kimberley-clark),
5890,555095800,SHRUHO,44090,,ZSC2,P,Z022,NOS,,Leupeptin synthetic-(RUO) cat no:ALX-260,Leupeptin synthetic-(RUO) cat no:ALX-260-009-M100,cat no:ALX-260-009-M100
5891,555041351,SHRUHO,42690,,ZSC2,P,Z022,NOS,,Rosuvastatin D6,Rosuvastatin D6 (2mgx3 vials),
5892,555083180,SHRUHO,43565,,ZSC2,P,Z022,NOS,,"APC/CY7,CAT#335794, MOUSE ANTI HUMAN CD2","APC/CY7,CAT#335794, MOUSE ANTI HUMAN CD20,BD","CAT#335794, MOUSE ANTI HUMAN CD20,BD"
5893,555037051,SHRUHO,42571,,ZSC2,P,Z022,NOS,,Mini-PROTEAN TGX Gel,"4–15% Mini-PROTEAN TGX Gel, 10 well, 30 μl CAT NO:4561083",CAT NO:4561083
5894,555041361,SHRUHO,42690,,ZSC2,P,Z022,NOS,,"MILLEX, 33mm, 0.22µm, DURAPORE,STERILE,","MILLEX, 33mm, 0.22µm, DURAPORE,STERILE, 50/PK cat no:SLGV033RS",cat no:SLGV033RS
5895,555109481,SHRUHO,44609,,ZSC2,P,Z022,NOS,,Teflon blade for 8mm rod,Teflon blade for 8mm rod,
5896,555109482,SHRUHO,44609,,ZSC2,P,Z022,NOS,,Teflon blade for 10mm rod,Teflon blade for 10mm rod,
5897,555093478,SHRUHO,44006,,ZSC2,P,Z022,NOS,,HALTPROTEASE & PHOSPHATASE INHIBITOR COC,HALTPROTEASE & PHOSPHATASE INHIBITOR COCKTAIL CAT NO:78440,CAT NO:78440
5898,555083147,SHRUHO,43564,,ZSC2,P,Z022,NOS,,Wavelength accuracy_Holmium in perchlori,"Wavelength accuracy_Holmium in perchloric acid ,Starna, NIST traceable and ISO 17025",
5899,555037050,SHRUHO,42571,,ZSC2,P,Z022,NOS,,Precision Plus Protein™ Unstained Standa,Precision Plus Protein™ Unstained Standards CAT NO:1610363,CAT NO:1610363
5900,555090787,SHRUHO,43882,,ZSC2,P,Z022,NOS,,"EZ-FIT(Funnel) , 0.45M, MCE whi, 100ml,","EZ-FIT(Funnel) , 0.45M, MCE whi, 100ml, no pad, mul, CAT No. - EFHAW10MS",CAT No. - EFHAW10MS
5901,555041264,SHRUHO,42688,,ZSC2,P,Z022,NOS,,Scott Duran bottle 100 mL,Scott Duran bottle 100 mL,
5902,555098297,SHRUHO,44181,,ZSC2,P,Z022,NOS,,Dionex IonPac AS11-HC-4 um IC guard Colu,"Dionex IonPac AS11-HC-4 um IC guard Columns 50 x 4mm,Cat No.:78034",Cat No.:78034
5903,555098298,SHRUHO,44181,,ZSC2,P,Z022,NOS,,Dionex IonPac AS11-HC-4um IC columns 250,"Dionex IonPac AS11-HC-4um IC columns 250 x 4 mm,Cat No.:82313",Cat No.:82313
5904,555083113,SHRUHO,43564,,ZSC2,P,Z022,NOS,,"384 WELL, optilux Black, clear bottom, l","MICROPLATE, 384 WELL, optilux Black, clear bottom, lid sterile, TC treated; Catalogue No: 353962; Corning",Catalogue No: 353962; Corning
5905,555104817,SHRUHO,44417,,ZSC2,P,Z022,NOS,,ABC 6KG FIRE EXTINGUISHER,ABC 6KG FIRE EXTINGUISHER,
5906,555084961,SHRUHO,43644,,ZSC2,P,Z022,NOS,,DB-FFAP GC Column 30mx0.32mm 1um,DB-FFAP GC Column 30mx0.32mm 1um Part number:123-3234,P
5907,555033559,SHRUHO,42425,,ZSC2,P,Z022,NOS,,TRICHLOROACETIC ACID FOR ELECTROPHORESIS,TRICHLOROACETIC ACID FOR ELECTROPHORESIS cat no: T8657,cat no: T8657
5908,555036027,SHRUHO,42530,,ZSC2,P,Z022,NOS,,IBLOT NC GEL TRANSFER STACKS Mini -10rxn,IBLOT NC GEL TRANSFER STACKS Mini -10rxn CAT NO: IB23002,CAT NO: IB23002
5909,555100844,SHRUHO,44274,,ZSC2,P,Z022,NOS,,"Iodixanol,Cat No.:1343517","Iodixanol,Cat No.:1343517",Cat No.:1343517
5910,555104879,SHRUHO,44418,,ZSC2,P,Z022,NOS,,Retsch Dryer bag,Retsch Dryer bag,
5911,555081217,SHRUHO,43495,,ZSC2,P,Z022,NOS,,Sensor for Combitip Multipette E3 / E3x,Sensor for Combitip Multipette E3 / E3x,
5912,555026547,SHRUHO,42123,,ZSC2,P,Z022,NOS,,RB FLASK 250 mL single neck 24'',RB FLASK 250 mL single neck 24'',
5913,555082785,SHRUHO,43549,,ZSC2,P,Z022,NOS,,BROTHER LABEL PRINTER PTD-600,BROTHER LABEL PRINTER PTD-600,
5914,555097979,SHRUHO,44172,,ZSC2,P,Z022,NOS,,"GC HS Vial Caps,cat no:5183-4480","GC HS Vial Caps,cat no:5183-4480",cat no:5183-4480
5915,555103833,SHRUHO,44376,,ZSC2,P,Z022,NOS,,BOOSTER PUMP,BOOSTER PUMP VARIABLE DRIVE cat no:PB34037,cat no:PB34037
5916,555094305,SHRUHO,44033,,ZSC2,P,Z022,NOS,,"Nutsche filter cloth -sefar-Dia 24 "" *5",Nutsche filter cloth -sefar-Dia 24 '' *5.0µ,
5917,555092544,SHRUHO,43972,,ZSC2,P,Z022,NOS,,Lenti-X qRT-PCR Titration Kit cat no:631,Lenti-X qRT-PCR Titration Kit cat no:631235,cat no:631235
5918,555094780,SHRUHO,44049,,ZSC2,P,Z022,NOS,,AIR INTAKE FILTER ELEMENT,AIR INTAKE FILTER ELEMENT,
5919,555083329,SHRUHO,43571,,ZSC2,P,Z022,NOS,,Human FOLR1 MAbCAT NO:MAB5646,Human FOLR1 MAb (Clone 548908) (100 ug) CAT NO:MAB5646,CAT NO:MAB5646
5920,555097294,SHRUHO,44145,,ZSC2,P,Z022,NOS,,SDHC Canon camera memory card,SDHC Canon camera memory card,
5921,555097144,SHRUHO,44140,,ZSC2,P,Z022,NOS,,PE/Cyanine7 anti-human TCR ?/d Antibody3,PE/Cyanine7 anti-human TCR ?/d Antibody331222,
5922,555094152,SHRUHO,44027,,ZSC2,P,Z022,NOS,,BD CS&T Beads: Catalog No. 656504,BD CS &T Beads: Catalog No. 656504,Catalog No. 656504
5923,555025329,SHRUHO,42080,,ZSC2,P,Z022,NOS,,MOUSE IGG1 ISOTYPE CONTROL (CLONE 11711),"MOUSE IGG1 ISOTYPE CONTROL (CLONE 11711) ,CAT#MAB002,– R&D SYSTEMS","CAT#MAB002,– R&D SYSTEMS"
5924,555087308,SHRUHO,43748,,ZSC2,P,Z022,NOS,,SS Brided Hose,SS Brided Hose,
5925,555082244,SHRUHO,43528,,ZSC2,P,Z022,NOS,,Ink cartridge FOR INKJET PRINTER,Ink cartridge FOR INKJET PRINTER,
5926,555082245,SHRUHO,43528,,ZSC2,P,Z022,NOS,,Make-Up cartridge FOR INKJET PRINTER,Make-Up cartridge FOR INKJET PRINTER,
5927,555039166,SHRUHO,42605,,ZSC2,P,Z022,NOS,,Ni-NTA HisSorb Plates,Ni-NTA HisSorb Plates CAT NO: 35061,CAT NO: 35061
5928,555085158,SHRUHO,43654,,ZSC2,P,Z022,NOS,,Diphenylcarbazide,Diphenylcarbazide,
5929,555111349,SHRUHO,44679,,ZSC2,P,Z022,NOS,,ANTISTATIC LAB COAT BLUE FULL SLEEVES,ANTISTATIC LAB COAT BLUE FULL SLEEVES,
5930,555090593,SHRUHO,43879,,ZSC2,P,Z022,NOS,,Reflux Condenser,Reflux Condenser,
5931,555084793,SHRUHO,43640,,ZSC2,P,Z022,NOS,,PE anti-human CD200R Antibody cat no:329,PE anti-human CD200R Antibody cat no:329306,cat no:329306
5932,555038485,SHRUHO,42586,,ZSC2,P,Z022,NOS,,Dexamethasone D4," Dexamethasone D4,",
5933,555084795,SHRUHO,43640,,ZSC2,P,Z022,NOS,,MEMBRANE FILTER HOLDER WITH RECEIVER PSF,MEMBRANE FILTER HOLDER WITH RECEIVER PSF 47MM 1000ML cat no:T050030,cat no:T050030
5934,555080935,SHRUHO,43482,,ZSC2,P,Z022,NOS,,"Peerless C18,250 x 4.6 mm, 5µm,Cat No.:2","Peerless C18,250 x 4.6 mm, 5µm,Cat No.:2546511",Cat No.:2546511
5935,555080936,SHRUHO,43482,,ZSC2,P,Z022,NOS,,"Acclaim TM 120, C 18,150 x 4.6 mm, 3 µm,","Acclaim TM 120, C 18,150 x 4.6 mm, 3 µm,Cat No.:59133",Cat No.:59133
5936,555080937,SHRUHO,43482,,ZSC2,P,Z022,NOS,,"Cosmosil MS-II C-18 Column, 250 x 4.6mm,","Cosmosil MS-II C-18 Column, 250 x 4.6mm, 5.0µ,Cat No.:38020-41",Cat No.:38020-41
5937,555097387,SHRUHO,44147,,ZSC2,P,Z022,NOS,,Human Magnetic Luminex Assay (5 plex) Ca,Human Magnetic Luminex Assay (5 plex) Cat. no. LXSAHM-05,Cat. no. LXSAHM-05
5938,555103746,SHRUHO,44372,,ZSC2,P,Z022,NOS,,Cryogenic Protective Apron,Cryogenic Protective Apron,
5939,555086978,SHRUHO,43727,,ZSC2,P,Z022,NOS,,SIGN BOARDS 12”X5”,SIGN BOARDS 12”X5”,
5940,555028903,SHRUHO,42214,,ZSC2,P,Z022,NOS,,"HITRAP SP HP, 5X5ML CAT NO:17115201","HITRAP SP HP, 5X5 ML CAT NO:17115201",CAT NO:17115201
5941,555105795,SHRUHO,44459,,ZSC2,P,Z022,NOS,,"Acrylic label with Tags | 2.5"" x 1""",Acrylic label with Tags | 2.5'' x 1'',
5942,555035837,SHRUHO,42522,,ZSC2,P,Z022,NOS,,SANITARY NAPKIN,SANITARY NAPKIN - EITHER CAREFREE OR WHISPER,
5943,555039364,SHRUHO,42611,,ZSC2,P,Z022,NOS,,pH electrode,pH electrode,
5944,555098301,SHRUHO,44182,,ZSC2,P,Z022,NOS,,10 Micron Full Flow Filter,10 Micron Full Flow Filter Part No.: 17-4000,P
5945,555090762,SHRUHO,43882,,ZSC2,P,Z022,NOS,,"Test tube cap -Y38, PW030,38mm","Test tube cap -Y38, PW030,38mm",
5946,555100869,SHRUHO,44277,,ZSC2,P,Z022,NOS,,E 4204 B MARK III BARCODE PRINTER RIBBON,"E 4204 B MARK III BARCODE PRINTER RIBBON LOADER (RIBBON SPINDLE ASSY KIT,M3)(DPO78-2868-01):RIBBON LOADER",
5947,555080939,SHRUHO,43482,,ZSC2,P,Z022,NOS,,"USP Acetaminophen RS,Cat No.:1003009","USP Acetaminophen RS,Cat No.:1003009",Cat No.:1003009
5948,555097290,SHRUHO,44145,,ZSC2,P,Z022,NOS,,PLASTIC VIAL part no:PA -2,PLASTIC VIAL part no:PA -2,p
5949,555094895,SHRUHO,44056,,ZSC2,P,Z022,NOS,,"GUM BOOTS 10""",GUM BOOTS 10'',
5950,555036464,SHRUHO,42551,,ZSC2,P,Z022,NOS,,MONO Q 10/100 GL,MONO Q 10/100 GL cat no: 17516701,cat no: 17516701
5951,555035109,SHRUHO,42495,,ZSC2,P,Z022,NOS,,Eppendorf Easypet 3,Eppendorf Easypet 3,
5952,555087833,SHRUHO,43768,,ZSC2,P,Z022,NOS,,Sintered glass filter (16),Sintered glass filter (16),
5953,555032146,SHRUHO,42362,,ZSC2,P,Z022,NOS,,MabSelect SuRe LX 1 L,MabSelect SuRe LX 1 L CAT NO: 17547403,CAT NO: 17547403
5954,555032069,SHRUHO,42359,,ZSC2,P,Z022,NOS,,"BUPIVACAINE HYDROCHLORIDE, EUROPEAN PHAR","BUPIVACAINE HYDROCHLORIDE, EUROPEAN PHAR CAT NO: B1160000",CAT NO: B1160000
5955,555096474,SHRUHO,44116,,ZSC2,P,Z022,NOS,,96 well plate Catalogue No:CLS3595,96 well plate Catalogue No:  CLS3595       ,Catalogue No:  CLS3595       
5956,555108303,SHRUHO,44558,,ZSC2,P,Z022,NOS,,Sample Transfer Note,Sample Transfer Note,
5957,555082572,SHRUHO,43539,,ZSC2,P,Z022,NOS,,Human IgG ELISA Kit Cat # ab195215,Human IgG ELISA Kit Cat # ab195215,Cat # ab195215
5958,555090581,SHRUHO,43879,,ZSC2,P,Z022,NOS,,"Distek Display, 5.7 Inches","Display, 5.7 Inches for 7100, 2500 and 320, Make: Distek , part No. 4851-0007",p
5959,555094358,SHRUHO,44034,,ZSC2,P,Z022,NOS,,BD 2 Pc 5ml Discardit II Syringe Without,BD 2 Pc 5ml Discardit II Syringe Without Needle CAT NO:300850,CAT NO:300850
5960,555089385,SHRUHO,43825,,ZSC2,P,Z022,NOS,,Micro silver TitrodeTM  cat no:6.0433.11,Micro silver TitrodeTM cat no:6.0433.110,cat no:6.0433.110
5961,555091288,SHRUHO,43907,,ZSC2,P,Z022,NOS,,PE anti-human CD79b (IgÎ²) Antibody CAT,PE anti-human CD79b (IgÎ²) Antibody CAT NO:341404,CAT NO:341404
5962,555093512,SHRUHO,44006,,ZSC2,P,Z022,NOS,,Safety Poster,Safety Poster,
5963,555093268,SHRUHO,43998,,ZSC2,P,Z022,NOS,,"WATERS 2695 Sample loop 100 µL, Part No.","WATERS 2695 Sample loop 100 µL, Part No.: 430001194",P
5964,555103452,SHRUHO,44361,,ZSC2,P,Z022,NOS,,Gas Cylinder Identification Labels,Gas Cylinder Identification Labels,cation Labels
5965,555028244,SHRUHO,42184,,ZSC2,P,Z022,NOS,,CHEMRAZ O-RINGS White,CHEMRAZ O-RINGS White,
5966,555093833,SHRUHO,44015,,ZSC2,P,Z022,NOS,,self-adhesive mop handle holder,self-adhesive mop handle holder,
5967,555096704,SHRUHO,44120,,ZSC2,P,Z022,NOS,,Antifogging safety goggles,Antifogging safety goggles,
5968,555096806,SHRUHO,44126,,ZSC2,P,Z022,NOS,,"APERTURE PLATE, C cat no:700008901","APERTURE PLATE, C cat no:700008901",cat no:700008901
5969,555085381,SHRUHO,43662,,ZSC2,P,Z022,NOS,,CS CH1-XL COLUMN 1X5 ML cat no:494346205,CS CH1-XL COLUMN 1X5 ML cat no:494346205,cat no:494346205
5970,555094670,SHRUHO,44046,,ZSC2,P,Z022,NOS,,"384W Clear Polystyrene,CC Treated,w/lid,","384W Clear Polystyrene,CC Treated,w/lid, Strl CAT NO:164688",CAT NO:164688
5971,555095146,SHRUHO,44064,,ZSC2,P,Z022,NOS,,Lint Free Permanent Antistatic Fabric Co,Lint Free Permanent Antistatic Fabric Coverall/Suit-WHITE-XL,
5972,555095147,SHRUHO,44064,,ZSC2,P,Z022,NOS,,Lint Free Permanent Antistatic Fabric Co,Lint Free Permanent Antistatic Fabric Coverall/Suit-WHITE-XXL,
5973,555095486,SHRUHO,44081,,ZSC2,P,Z022,NOS,,"3M 766 YB Hazard Maring Vinyl Tape 2"" x",3M 766 YB Hazard Maring Vinyl Tape 2'' x 36 Yds,
5974,555095487,SHRUHO,44081,,ZSC2,P,Z022,NOS,,3M 764 Yellow Lane Marking Tape,3M 764 Yellow Lane Marking Tape,
5975,555095884,SHRUHO,44096,,ZSC2,P,Z022,NOS,,Series S Sensor Chip SA CAT NO:BR100531,Series S Sensor Chip SA CAT NO:BR100531,CAT NO:BR100531
5976,555096554,SHRUHO,44118,,ZSC2,P,Z022,NOS,,NEEDLE ASSY cat no:228-41024-99,NEEDLE ASSY cat no:228-41024-99,cat no:228-41024-99
5977,555096872,SHRUHO,44131,,ZSC2,P,Z022,NOS,,WATERLESS URINAL CARTRIDGE,WATERLESS URINAL CARTRIDGE,
5978,555096897,SHRUHO,44131,,ZSC2,P,Z022,NOS,,"Barcode Labels, Green color - Polyester","Barcode Labels, 25mmx20mm (5000 Labels Per Roll) Green color - Polyester label",
5979,555096898,SHRUHO,44131,,ZSC2,P,Z022,NOS,,"Barcode Labels, White color - Polyester","Barcode Labels, 25mmx20mm (5000 Labels Per Roll) White color - Polyester label",
5980,555096899,SHRUHO,44131,,ZSC2,P,Z022,NOS,,"Barcode Labels, Color - Paper label","Barcode Labels, 25mmx20mm (5000 Labels Per Roll) Color - Paper label",
5981,555098199,SHRUHO,44177,,ZSC2,P,Z022,NOS,,TIPS CI 5000µL,TIPS CI 5000µL,
5982,555095988,SHRUHO,44098,,ZSC2,P,Z022,NOS,,glass cleaner,glass cleaner,
5983,555095992,SHRUHO,44098,,ZSC2,P,Z022,NOS,,Gold-Plated Stainless Steel High Pressur,"Gold-Plated Stainless Steel High Pressure Capsules, Qty. 5, Part no: B0182902",P
5984,555095995,SHRUHO,44098,,ZSC2,P,Z022,NOS,,Thermoprep vial caps (22 mm): PTFE-backe,"Thermoprep vial caps (22 mm): PTFE-backed silicone septa, Metrohm, Cat. # 6.1448.057",Cat. # 6.1448.057
5985,555095996,SHRUHO,44098,,ZSC2,P,Z022,NOS,,Thermoprep vials (6mL): Metrohm Cat # 6.,Thermoprep vials (6mL): Metrohm Cat # 6.2419.007,Cat # 6.2419.007
5986,555097268,SHRUHO,44144,,ZSC2,P,Z022,NOS,,Monarch RNA Cleanup Kit (50 µg) CAT NO:T,Monarch RNA Cleanup Kit (50 µg) CAT NO:T2040L,CAT NO:T2040L
5987,555097283,SHRUHO,44144,,ZSC2,P,Z022,NOS,,A5 Poster,A5 Poster,
5988,555097284,SHRUHO,44144,,ZSC2,P,Z022,NOS,,A6 Poster,A6 Poster,
5989,555097465,SHRUHO,44152,,ZSC2,P,Z022,NOS,,Carbon filter,Carbon filter,
5990,555097478,SHRUHO,44152,,ZSC2,P,Z022,NOS,,CELL SURFACE BIOTINYLATION kit cat no:A4,CELL SURFACE BIOTINYLATION kit cat no:A44390,cat no:A44390
5991,555084258,SHRUHO,43616,,ZSC2,P,Z022,NOS,,Wizard SV 96 Plasmid DNA Purification Sy,"Wizard SV 96 Plasmid DNA Purification System , 5 x 96 preps CAT NO:A2255","cation System , 5 x 96 preps CAT NO:A2255"
5992,555088414,SHRUHO,43789,,ZSC2,P,Z022,NOS,,"Pacific Blue anti-human HLA-A,B,C Antibo","Pacific Blue anti-human HLA-A,B,C Antibody CAT NO:311418",CAT NO:311418
5993,555089278,SHRUHO,43818,,ZSC2,P,Z022,NOS,,VIS WAVECAL SOLUTION,VIS WAVECAL SOLUTION,
